Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Provincia de destino;Concepto turístico;Periodo;Total
Total;;;;Melilla;Turistas;2023M11;11.912
Total;;;;Melilla;Turistas;2023M10;15.450
Total;;;;Melilla;Turistas;2023M09;21.894
Total;;;;Melilla;Turistas;2023M08;44.941
Total;;;;Melilla;Turistas;2023M07;23.592
Total;;;;Melilla;Turistas;2023M06;7.870
Total;;;;Melilla;Turistas;2023M05;9.198
Total;;;;Melilla;Turistas;2023M04;9.408
Total;;;;Melilla;Turistas;2023M03;11.450
Total;;;;Melilla;Turistas;2023M02;8.608
Total;;;;Melilla;Turistas;2023M01;12.648
Total;;;;Melilla;Turistas;2022M12;8.864
Total;;;;Melilla;Turistas;2022M11;8.388
Total;;;;Melilla;Turistas;2022M10;10.544
Total;;;;Melilla;Turistas;2022M09;17.242
Total;;;;Melilla;Turistas;2022M08;35.475
Total;;;;Melilla;Turistas;2022M07;19.163
Total;;;;Melilla;Turistas;2022M06;10.147
Total;;;;Melilla;Turistas;2022M05;8.209
Total;;;;Melilla;Turistas;2022M04;6.181
Total;;;;Melilla;Turistas;2022M03;5.547
Total;;;;Melilla;Turistas;2022M02;4.697
Total;;;;Melilla;Turistas;2022M01;6.458
Total;;;;Melilla;Turistas;2021M12;5.162
Total;;;;Melilla;Turistas;2021M11;6.627
Total;;;;Melilla;Turistas;2021M10;6.416
Total;;;;Melilla;Turistas;2021M09;8.181
Total;;;;Melilla;Turistas;2021M08;11.655
Total;;;;Melilla;Turistas;2021M07;8.052
Total;;;;Melilla;Turistas;2021M06;7.169
Total;;;;Melilla;Turistas;2021M05;6.710
Total;;;;Melilla;Turistas;2021M04;5.795
Total;;;;Melilla;Turistas;2021M03;6.395
Total;;;;Melilla;Turistas;2021M02;5.753
Total;;;;Melilla;Turistas;2021M01;5.680
Total;;;;Melilla;Turistas;2020M12;7.464
Total;;;;Melilla;Turistas;2020M11;6.427
Total;;;;Melilla;Turistas;2020M10;8.543
Total;;;;Melilla;Turistas;2020M09;9.760
Total;;;;Melilla;Turistas;2020M08;11.947
Total;;;;Melilla;Turistas;2020M07;10.459
Total;;;;Melilla;Turistas;2020M06;8.303
Total;;;;Melilla;Turistas;2020M05;8.541
Total;;;;Melilla;Turistas;2020M04;7.307
Total;;;;Melilla;Turistas;2020M03;18.502
Total;;;;Melilla;Turistas;2020M02;22.686
Total;;;;Melilla;Turistas;2020M01;26.799
Total;;;;Melilla;Turistas;2019M12;25.583
Total;;;;Melilla;Turistas;2019M11;25.943
Total;;;;Melilla;Turistas;2019M10;26.817
Total;;;;Melilla;Turistas;2019M09;31.404
Total;;;;Melilla;Turistas;2019M08;46.297
Total;;;;Melilla;Turistas;2019M07;29.223
Total;;;;Murcia;Turistas;2025M12;103.184
Total;;;;Murcia;Turistas;2025M11;105.135
Total;;;;Murcia;Turistas;2025M10;131.088
Total;;;;Murcia;Turistas;2025M09;132.807
Total;;;;Murcia;Turistas;2025M08;175.160
Total;;;;Murcia;Turistas;2025M07;154.041
Total;;;;Murcia;Turistas;2025M06;111.350
Total;;;;Murcia;Turistas;2025M05;134.390
Total;;;;Murcia;Turistas;2025M04;124.998
Total;;;;Murcia;Turistas;2025M03;108.299
Total;;;;Murcia;Turistas;2025M02;90.788
Total;;;;Murcia;Turistas;2025M01;97.373
Total;;;;Murcia;Turistas;2024M12;87.787
Total;;;;Murcia;Turistas;2024M11;98.212
Total;;;;Murcia;Turistas;2024M10;132.311
Total;;;;Murcia;Turistas;2024M09;124.940
Total;;;;Murcia;Turistas;2024M08;167.273
Total;;;;Murcia;Turistas;2024M07;136.209
Total;;;;Murcia;Turistas;2024M06;109.752
Total;;;;Murcia;Turistas;2024M05;108.361
Total;;;;Murcia;Turistas;2024M04;105.950
Total;;;;Murcia;Turistas;2024M03;88.768
Total;;;;Murcia;Turistas;2024M02;70.272
Total;;;;Murcia;Turistas;2024M01;68.641
Total;;;;Murcia;Turistas;2023M12;75.683
Total;;;;Murcia;Turistas;2023M11;72.671
Total;;;;Murcia;Turistas;2023M10;110.998
Total;;;;Murcia;Turistas;2023M09;109.207
Total;;;;Murcia;Turistas;2023M08;143.672
Total;;;;Murcia;Turistas;2023M07;113.729
Total;;;;Murcia;Turistas;2023M06;86.749
Total;;;;Murcia;Turistas;2023M05;87.505
Total;;;;Murcia;Turistas;2023M04;88.232
Total;;;;Murcia;Turistas;2023M03;66.244
Total;;;;Murcia;Turistas;2023M02;64.349
Total;;;;Murcia;Turistas;2023M01;63.397
Total;;;;Murcia;Turistas;2022M12;57.283
Total;;;;Murcia;Turistas;2022M11;68.053
Total;;;;Murcia;Turistas;2022M10;95.040
Total;;;;Murcia;Turistas;2022M09;88.333
Total;;;;Murcia;Turistas;2022M08;114.136
Total;;;;Murcia;Turistas;2022M07;99.688
Total;;;;Murcia;Turistas;2022M06;82.609
Total;;;;Murcia;Turistas;2022M05;94.328
Total;;;;Murcia;Turistas;2022M04;80.478
Total;;;;Murcia;Turistas;2022M03;65.783
Total;;;;Murcia;Turistas;2022M02;53.179
Total;;;;Murcia;Turistas;2022M01;59.108
Total;;;;Murcia;Turistas;2021M12;57.336
Total;;;;Murcia;Turistas;2021M11;71.986
Total;;;;Murcia;Turistas;2021M10;81.888
Total;;;;Murcia;Turistas;2021M09;71.044
Total;;;;Murcia;Turistas;2021M08;87.908
Total;;;;Murcia;Turistas;2021M07;64.455
Total;;;;Murcia;Turistas;2021M06;45.116
Total;;;;Murcia;Turistas;2021M05;38.851
Total;;;;Murcia;Turistas;2021M04;34.173
Total;;;;Murcia;Turistas;2021M03;35.343
Total;;;;Murcia;Turistas;2021M02;30.740
Total;;;;Murcia;Turistas;2021M01;33.773
Total;;;;Murcia;Turistas;2020M12;41.969
Total;;;;Murcia;Turistas;2020M11;37.758
Total;;;;Murcia;Turistas;2020M10;49.086
Total;;;;Murcia;Turistas;2020M09;48.855
Total;;;;Murcia;Turistas;2020M08;74.094
Total;;;;Murcia;Turistas;2020M07;61.110
Total;;;;Murcia;Turistas;2020M06;34.923
Total;;;;Murcia;Turistas;2020M05;29.620
Total;;;;Murcia;Turistas;2020M04;27.998
Total;;;;Murcia;Turistas;2020M03;69.732
Total;;;;Murcia;Turistas;2020M02;73.330
Total;;;;Murcia;Turistas;2020M01;79.648
Total;;;;Murcia;Turistas;2019M12;70.279
Total;;;;Murcia;Turistas;2019M11;80.883
Total;;;;Murcia;Turistas;2019M10;107.029
Total;;;;Murcia;Turistas;2019M09;112.635
Total;;;;Murcia;Turistas;2019M08;154.673
Total;;;;Murcia;Turistas;2019M07;117.248
Total;;;;Navarra;Turistas;2025M12;74.273
Total;;;;Navarra;Turistas;2025M11;74.135
Total;;;;Navarra;Turistas;2025M10;88.690
Total;;;;Navarra;Turistas;2025M09;106.882
Total;;;;Navarra;Turistas;2025M08;145.939
Total;;;;Navarra;Turistas;2025M07;138.097
Total;;;;Navarra;Turistas;2025M06;95.664
Total;;;;Navarra;Turistas;2025M05;108.373
Total;;;;Navarra;Turistas;2025M04;96.281
Total;;;;Navarra;Turistas;2025M03;86.614
Total;;;;Navarra;Turistas;2025M02;77.562
Total;;;;Navarra;Turistas;2025M01;80.697
Total;;;;Navarra;Turistas;2024M12;77.127
Total;;;;Navarra;Turistas;2024M11;66.263
Total;;;;Navarra;Turistas;2024M10;109.193
Total;;;;Navarra;Turistas;2024M09;106.622
Total;;;;Navarra;Turistas;2024M08;105.538
Total;;;;Navarra;Turistas;2024M07;134.430
Total;;;;Navarra;Turistas;2024M06;98.563
Total;;;;Navarra;Turistas;2024M05;114.624
Total;;;;Navarra;Turistas;2024M04;94.871
Total;;;;Navarra;Turistas;2024M03;80.808
Total;;;;Navarra;Turistas;2024M02;64.425
Total;;;;Navarra;Turistas;2024M01;57.777
Total;;;;Navarra;Turistas;2023M12;78.286
Total;;;;Navarra;Turistas;2023M11;68.472
Total;;;;Navarra;Turistas;2023M10;102.413
Total;;;;Navarra;Turistas;2023M09;111.574
Total;;;;Navarra;Turistas;2023M08;143.127
Total;;;;Navarra;Turistas;2023M07;131.716
Total;;;;Navarra;Turistas;2023M06;70.670
Total;;;;Navarra;Turistas;2023M05;81.107
Total;;;;Navarra;Turistas;2023M04;61.208
Total;;;;Navarra;Turistas;2023M03;48.186
Total;;;;Navarra;Turistas;2023M02;41.276
Total;;;;Navarra;Turistas;2023M01;39.040
Total;;;;Navarra;Turistas;2022M12;39.973
Total;;;;Navarra;Turistas;2022M11;49.688
Total;;;;Navarra;Turistas;2022M10;62.898
Total;;;;Navarra;Turistas;2022M09;65.113
Total;;;;Navarra;Turistas;2022M08;58.580
Total;;;;Navarra;Turistas;2022M07;91.431
Total;;;;Navarra;Turistas;2022M06;64.755
Total;;;;Navarra;Turistas;2022M05;62.691
Total;;;;Navarra;Turistas;2022M04;56.370
Total;;;;Navarra;Turistas;2022M03;46.406
Total;;;;Navarra;Turistas;2022M02;37.879
Total;;;;Navarra;Turistas;2022M01;37.799
Total;;;;Navarra;Turistas;2021M12;46.879
Total;;;;Navarra;Turistas;2021M11;54.241
Total;;;;Navarra;Turistas;2021M10;58.737
Total;;;;Navarra;Turistas;2021M09;62.521
Total;;;;Navarra;Turistas;2021M08;78.160
Total;;;;Navarra;Turistas;2021M07;61.295
Total;;;;Navarra;Turistas;2021M06;49.953
Total;;;;Navarra;Turistas;2021M05;43.938
Total;;;;Navarra;Turistas;2021M04;35.072
Total;;;;Navarra;Turistas;2021M03;38.725
Total;;;;Navarra;Turistas;2021M02;32.574
Total;;;;Navarra;Turistas;2021M01;31.384
Total;;;;Navarra;Turistas;2020M12;37.249
Total;;;;Navarra;Turistas;2020M11;31.955
Total;;;;Navarra;Turistas;2020M10;48.076
Total;;;;Navarra;Turistas;2020M09;54.934
Total;;;;Navarra;Turistas;2020M08;71.840
Total;;;;Navarra;Turistas;2020M07;60.240
Total;;;;Navarra;Turistas;2020M06;33.245
Total;;;;Navarra;Turistas;2020M05;27.233
Total;;;;Navarra;Turistas;2020M04;21.035
Total;;;;Navarra;Turistas;2020M03;45.497
Total;;;;Navarra;Turistas;2020M02;45.279
Total;;;;Navarra;Turistas;2020M01;47.782
Total;;;;Navarra;Turistas;2019M12;49.518
Total;;;;Navarra;Turistas;2019M11;55.918
Total;;;;Navarra;Turistas;2019M10;63.726
Total;;;;Navarra;Turistas;2019M09;71.712
Total;;;;Navarra;Turistas;2019M08;99.934
Total;;;;Navarra;Turistas;2019M07;89.970
Total;;;;Ourense;Turistas;2025M12;31.992
Total;;;;Ourense;Turistas;2025M11;28.115
Total;;;;Ourense;Turistas;2025M10;34.277
Total;;;;Ourense;Turistas;2025M09;43.898
Total;;;;Ourense;Turistas;2025M08;74.258
Total;;;;Ourense;Turistas;2025M07;46.341
Total;;;;Ourense;Turistas;2025M06;36.380
Total;;;;Ourense;Turistas;2025M05;39.946
Total;;;;Ourense;Turistas;2025M04;38.753
Total;;;;Ourense;Turistas;2025M03;37.723
Total;;;;Ourense;Turistas;2025M02;29.338
Total;;;;Ourense;Turistas;2025M01;35.810
Total;;;;Ourense;Turistas;2024M12;32.232
Total;;;;Ourense;Turistas;2024M11;24.368
Total;;;;Ourense;Turistas;2024M10;33.211
Total;;;;Ourense;Turistas;2024M09;38.149
Total;;;;Ourense;Turistas;2024M08;67.507
Total;;;;Ourense;Turistas;2024M07;44.370
Total;;;;Ourense;Turistas;2024M06;37.330
Total;;;;Ourense;Turistas;2024M05;37.970
Total;;;;Ourense;Turistas;2024M04;42.733
Total;;;;Ourense;Turistas;2024M03;38.823
Total;;;;Ourense;Turistas;2024M02;33.775
Total;;;;Ourense;Turistas;2024M01;28.484
Total;;;;Ourense;Turistas;2023M12;44.542
Total;;;;Ourense;Turistas;2023M11;34.585
Total;;;;Ourense;Turistas;2023M10;47.446
Total;;;;Ourense;Turistas;2023M09;54.334
Total;;;;Ourense;Turistas;2023M08;93.607
Total;;;;Ourense;Turistas;2023M07;51.742
Total;;;;Ourense;Turistas;2023M06;28.530
Total;;;;Ourense;Turistas;2023M05;23.853
Total;;;;Ourense;Turistas;2023M04;30.782
Total;;;;Ourense;Turistas;2023M03;22.547
Total;;;;Ourense;Turistas;2023M02;21.778
Total;;;;Ourense;Turistas;2023M01;19.822
Total;;;;Ourense;Turistas;2022M12;19.132
Total;;;;Ourense;Turistas;2022M11;17.386
Total;;;;Ourense;Turistas;2022M10;20.777
Total;;;;Ourense;Turistas;2022M09;29.280
Total;;;;Ourense;Turistas;2022M08;50.992
Total;;;;Ourense;Turistas;2022M07;38.773
Total;;;;Ourense;Turistas;2022M06;26.341
Total;;;;Ourense;Turistas;2022M05;25.944
Total;;;;Ourense;Turistas;2022M04;28.089
Total;;;;Ourense;Turistas;2022M03;21.412
Total;;;;Ourense;Turistas;2022M02;17.419
Total;;;;Ourense;Turistas;2022M01;21.392
Total;;;;Ourense;Turistas;2021M12;21.859
Total;;;;Ourense;Turistas;2021M11;24.972
Total;;;;Ourense;Turistas;2021M10;26.660
Total;;;;Ourense;Turistas;2021M09;29.361
Total;;;;Ourense;Turistas;2021M08;62.952
Total;;;;Ourense;Turistas;2021M07;29.658
Total;;;;Ourense;Turistas;2021M06;21.812
Total;;;;Ourense;Turistas;2021M05;19.152
Total;;;;Ourense;Turistas;2021M04;15.780
Total;;;;Ourense;Turistas;2021M03;14.601
Total;;;;Ourense;Turistas;2021M02;11.370
Total;;;;Ourense;Turistas;2021M01;15.197
Total;;;;Ourense;Turistas;2020M12;20.376
Total;;;;Ourense;Turistas;2020M11;15.769
Total;;;;Ourense;Turistas;2020M10;22.557
Total;;;;Ourense;Turistas;2020M09;29.650
Total;;;;Ourense;Turistas;2020M08;60.123
Total;;;;Ourense;Turistas;2020M07;30.257
Total;;;;Ourense;Turistas;2020M06;15.913
Total;;;;Ourense;Turistas;2020M05;13.872
Total;;;;Ourense;Turistas;2020M04;9.051
Total;;;;Ourense;Turistas;2020M03;21.144
Total;;;;Ourense;Turistas;2020M02;24.238
Total;;;;Ourense;Turistas;2020M01;28.368
Total;;;;Ourense;Turistas;2019M12;29.441
Total;;;;Ourense;Turistas;2019M11;26.670
Total;;;;Ourense;Turistas;2019M10;26.780
Total;;;;Ourense;Turistas;2019M09;38.383
Total;;;;Ourense;Turistas;2019M08;90.389
Total;;;;Ourense;Turistas;2019M07;34.556
Total;;;;Palencia;Turistas;2025M12;12.061
Total;;;;Palencia;Turistas;2025M11;10.459
Total;;;;Palencia;Turistas;2025M10;12.459
Total;;;;Palencia;Turistas;2025M09;13.652
Total;;;;Palencia;Turistas;2025M08;24.523
Total;;;;Palencia;Turistas;2025M07;17.426
Total;;;;Palencia;Turistas;2025M06;11.487
Total;;;;Palencia;Turistas;2025M05;13.254
Total;;;;Palencia;Turistas;2025M04;12.042
Total;;;;Palencia;Turistas;2025M03;10.587
Total;;;;Palencia;Turistas;2025M02;8.384
Total;;;;Palencia;Turistas;2025M01;10.140
Total;;;;Palencia;Turistas;2024M12;11.626
Total;;;;Palencia;Turistas;2024M11;10.455
Total;;;;Palencia;Turistas;2024M10;13.793
Total;;;;Palencia;Turistas;2024M09;14.112
Total;;;;Palencia;Turistas;2024M08;30.289
Total;;;;Palencia;Turistas;2024M07;23.875
Total;;;;Palencia;Turistas;2024M06;12.690
Total;;;;Palencia;Turistas;2024M05;13.640
Total;;;;Palencia;Turistas;2024M04;13.431
Total;;;;Palencia;Turistas;2024M03;10.659
Total;;;;Palencia;Turistas;2024M02;8.381
Total;;;;Palencia;Turistas;2024M01;10.326
Total;;;;Palencia;Turistas;2023M12;12.215
Total;;;;Palencia;Turistas;2023M11;9.271
Total;;;;Palencia;Turistas;2023M10;13.675
Total;;;;Palencia;Turistas;2023M09;15.123
Total;;;;Palencia;Turistas;2023M08;31.272
Total;;;;Palencia;Turistas;2023M07;19.634
Total;;;;Palencia;Turistas;2023M06;11.687
Total;;;;Palencia;Turistas;2023M05;12.433
Total;;;;Palencia;Turistas;2023M04;12.660
Total;;;;Palencia;Turistas;2023M03;9.010
Total;;;;Palencia;Turistas;2023M02;7.591
Total;;;;Palencia;Turistas;2023M01;9.707
Total;;;;Palencia;Turistas;2022M12;10.153
Total;;;;Palencia;Turistas;2022M11;8.425
Total;;;;Palencia;Turistas;2022M10;10.779
Total;;;;Palencia;Turistas;2022M09;11.562
Total;;;;Palencia;Turistas;2022M08;24.104
Total;;;;Palencia;Turistas;2022M07;18.358
Total;;;;Palencia;Turistas;2022M06;9.423
Total;;;;Palencia;Turistas;2022M05;9.945
Total;;;;Palencia;Turistas;2022M04;10.921
Total;;;;Palencia;Turistas;2022M03;8.338
Total;;;;Palencia;Turistas;2022M02;6.961
Total;;;;Palencia;Turistas;2022M01;7.898
Total;;;;Palencia;Turistas;2021M12;8.982
Total;;;;Palencia;Turistas;2021M11;7.838
Total;;;;Palencia;Turistas;2021M10;9.364
Total;;;;Palencia;Turistas;2021M09;9.744
Total;;;;Palencia;Turistas;2021M08;22.156
Total;;;;Palencia;Turistas;2021M07;13.004
Total;;;;Palencia;Turistas;2021M06;8.555
Total;;;;Palencia;Turistas;2021M05;8.077
Total;;;;Palencia;Turistas;2021M04;6.939
Total;;;;Palencia;Turistas;2021M03;7.435
Total;;;;Palencia;Turistas;2021M02;6.625
Total;;;;Palencia;Turistas;2021M01;7.698
Total;;;;Palencia;Turistas;2020M12;9.064
Total;;;;Palencia;Turistas;2020M11;7.516
Total;;;;Palencia;Turistas;2020M10;8.707
Total;;;;Palencia;Turistas;2020M09;9.352
Total;;;;Palencia;Turistas;2020M08;15.826
Total;;;;Palencia;Turistas;2020M07;11.034
Total;;;;Palencia;Turistas;2020M06;6.544
Total;;;;Palencia;Turistas;2020M05;4.948
Total;;;;Palencia;Turistas;2020M04;4.298
Total;;;;Palencia;Turistas;2020M03;9.963
Total;;;;Palencia;Turistas;2020M02;9.613
Total;;;;Palencia;Turistas;2020M01;11.390
Total;;;;Palencia;Turistas;2019M12;11.315
Total;;;;Palencia;Turistas;2019M11;10.133
Total;;;;Palencia;Turistas;2019M10;11.819
Total;;;;Palencia;Turistas;2019M09;13.390
Total;;;;Palencia;Turistas;2019M08;30.209
Total;;;;Palencia;Turistas;2019M07;17.662
Total;;;;Palmas, Las;Turistas;2025M12;805.857
Total;;;;Palmas, Las;Turistas;2025M11;718.942
Total;;;;Palmas, Las;Turistas;2025M10;788.615
Total;;;;Palmas, Las;Turistas;2025M09;659.143
Total;;;;Palmas, Las;Turistas;2025M08;715.527
Total;;;;Palmas, Las;Turistas;2025M07;689.679
Total;;;;Palmas, Las;Turistas;2025M06;623.823
Total;;;;Palmas, Las;Turistas;2025M05;633.687
Total;;;;Palmas, Las;Turistas;2025M04;790.984
Total;;;;Palmas, Las;Turistas;2025M03;886.868
Total;;;;Palmas, Las;Turistas;2025M02;821.725
Total;;;;Palmas, Las;Turistas;2025M01;794.812
Total;;;;Palmas, Las;Turistas;2024M12;829.363
Total;;;;Palmas, Las;Turistas;2024M11;840.562
Total;;;;Palmas, Las;Turistas;2024M10;777.391
Total;;;;Palmas, Las;Turistas;2024M09;636.804
Total;;;;Palmas, Las;Turistas;2024M08;673.272
Total;;;;Palmas, Las;Turistas;2024M07;670.671
Total;;;;Palmas, Las;Turistas;2024M06;599.619
Total;;;;Palmas, Las;Turistas;2024M05;604.803
Total;;;;Palmas, Las;Turistas;2024M04;695.411
Total;;;;Palmas, Las;Turistas;2024M03;870.176
Total;;;;Palmas, Las;Turistas;2024M02;765.085
Total;;;;Palmas, Las;Turistas;2024M01;770.471
Total;;;;Palmas, Las;Turistas;2023M12;782.238
Total;;;;Palmas, Las;Turistas;2023M11;721.765
Total;;;;Palmas, Las;Turistas;2023M10;724.189
Total;;;;Palmas, Las;Turistas;2023M09;593.594
Total;;;;Palmas, Las;Turistas;2023M08;631.482
Total;;;;Palmas, Las;Turistas;2023M07;625.814
Total;;;;Palmas, Las;Turistas;2023M06;564.821
Total;;;;Palmas, Las;Turistas;2023M05;550.331
Total;;;;Palmas, Las;Turistas;2023M04;661.137
Total;;;;Palmas, Las;Turistas;2023M03;724.551
Total;;;;Palmas, Las;Turistas;2023M02;683.698
Total;;;;Palmas, Las;Turistas;2023M01;685.528
Total;;;;Palmas, Las;Turistas;2022M12;714.244
Total;;;;Palmas, Las;Turistas;2022M11;661.098
Total;;;;Palmas, Las;Turistas;2022M10;691.837
Total;;;;Palmas, Las;Turistas;2022M09;563.929
Total;;;;Palmas, Las;Turistas;2022M08;584.257
Total;;;;Palmas, Las;Turistas;2022M07;606.439
Total;;;;Palmas, Las;Turistas;2022M06;516.896
Total;;;;Palmas, Las;Turistas;2022M05;507.629
Total;;;;Palmas, Las;Turistas;2022M04;649.270
Total;;;;Palmas, Las;Turistas;2022M03;651.831
Total;;;;Palmas, Las;Turistas;2022M02;545.920
Total;;;;Palmas, Las;Turistas;2022M01;433.652
Total;;;;Palmas, Las;Turistas;2021M12;409.213
Total;;;;Palmas, Las;Turistas;2021M11;514.426
Total;;;;Palmas, Las;Turistas;2021M10;450.186
Total;;;;Palmas, Las;Turistas;2021M09;292.775
Total;;;;Palmas, Las;Turistas;2021M08;278.843
Total;;;;Palmas, Las;Turistas;2021M07;183.301
Total;;;;Palmas, Las;Turistas;2021M06;102.715
Total;;;;Palmas, Las;Turistas;2021M05;81.860
Total;;;;Palmas, Las;Turistas;2021M04;77.798
Total;;;;Palmas, Las;Turistas;2021M03;65.578
Total;;;;Palmas, Las;Turistas;2021M02;54.016
Total;;;;Palmas, Las;Turistas;2021M01;85.983
Total;;;;Palmas, Las;Turistas;2020M12;114.112
Total;;;;Palmas, Las;Turistas;2020M11;103.824
Total;;;;Palmas, Las;Turistas;2020M10;65.573
Total;;;;Palmas, Las;Turistas;2020M09;75.641
Total;;;;Palmas, Las;Turistas;2020M08;147.783
Total;;;;Palmas, Las;Turistas;2020M07;91.209
Total;;;;Palmas, Las;Turistas;2020M06;22.351
Total;;;;Palmas, Las;Turistas;2020M05;21.589
Total;;;;Palmas, Las;Turistas;2020M04;21.632
Total;;;;Palmas, Las;Turistas;2020M03;399.129
Total;;;;Palmas, Las;Turistas;2020M02;605.251
Total;;;;Palmas, Las;Turistas;2020M01;595.830
Total;;;;Palmas, Las;Turistas;2019M12;579.414
Total;;;;Palmas, Las;Turistas;2019M11;621.399
Total;;;;Palmas, Las;Turistas;2019M10;580.242
Total;;;;Palmas, Las;Turistas;2019M09;508.548
Total;;;;Palmas, Las;Turistas;2019M08;573.084
Total;;;;Palmas, Las;Turistas;2019M07;521.351
Total;;;;Pontevedra;Turistas;2025M12;98.522
Total;;;;Pontevedra;Turistas;2025M11;73.831
Total;;;;Pontevedra;Turistas;2025M10;93.397
Total;;;;Pontevedra;Turistas;2025M09;121.726
Total;;;;Pontevedra;Turistas;2025M08;179.502
Total;;;;Pontevedra;Turistas;2025M07;129.334
Total;;;;Pontevedra;Turistas;2025M06;102.188
Total;;;;Pontevedra;Turistas;2025M05;105.077
Total;;;;Pontevedra;Turistas;2025M04;89.182
Total;;;;Pontevedra;Turistas;2025M03;77.643
Total;;;;Pontevedra;Turistas;2025M02;61.646
Total;;;;Pontevedra;Turistas;2025M01;76.914
Total;;;;Pontevedra;Turistas;2024M12;86.793
Total;;;;Pontevedra;Turistas;2024M11;68.154
Total;;;;Pontevedra;Turistas;2024M10;95.500
Total;;;;Pontevedra;Turistas;2024M09;111.135
Total;;;;Pontevedra;Turistas;2024M08;155.196
Total;;;;Pontevedra;Turistas;2024M07;112.709
Total;;;;Pontevedra;Turistas;2024M06;105.221
Total;;;;Pontevedra;Turistas;2024M05;89.482
Total;;;;Pontevedra;Turistas;2024M04;79.012
Total;;;;Pontevedra;Turistas;2024M03;62.490
Total;;;;Pontevedra;Turistas;2024M02;50.056
Total;;;;Pontevedra;Turistas;2024M01;59.436
Total;;;;Pontevedra;Turistas;2023M12;127.111
Total;;;;Pontevedra;Turistas;2023M11;54.171
Total;;;;Pontevedra;Turistas;2023M10;88.900
Total;;;;Pontevedra;Turistas;2023M09;108.272
Total;;;;Pontevedra;Turistas;2023M08;165.030
Total;;;;Pontevedra;Turistas;2023M07;104.091
Total;;;;Pontevedra;Turistas;2023M06;73.784
Total;;;;Pontevedra;Turistas;2023M05;69.251
Total;;;;Pontevedra;Turistas;2023M04;63.930
Total;;;;Pontevedra;Turistas;2023M03;44.042
Total;;;;Pontevedra;Turistas;2023M02;38.092
Total;;;;Pontevedra;Turistas;2023M01;48.850
Total;;;;Pontevedra;Turistas;2022M12;77.238
Total;;;;Pontevedra;Turistas;2022M11;42.152
Total;;;;Pontevedra;Turistas;2022M10;57.945
Total;;;;Pontevedra;Turistas;2022M09;73.607
Total;;;;Pontevedra;Turistas;2022M08;112.349
Total;;;;Pontevedra;Turistas;2022M07;84.666
Total;;;;Pontevedra;Turistas;2022M06;68.829
Total;;;;Pontevedra;Turistas;2022M05;57.924
Total;;;;Pontevedra;Turistas;2022M04;54.920
Total;;;;Pontevedra;Turistas;2022M03;41.266
Total;;;;Pontevedra;Turistas;2022M02;34.862
Total;;;;Pontevedra;Turistas;2022M01;40.828
Total;;;;Pontevedra;Turistas;2021M12;45.097
Total;;;;Pontevedra;Turistas;2021M11;48.642
Total;;;;Pontevedra;Turistas;2021M10;61.341
Total;;;;Pontevedra;Turistas;2021M09;72.973
Total;;;;Pontevedra;Turistas;2021M08;112.378
Total;;;;Pontevedra;Turistas;2021M07;66.185
Total;;;;Pontevedra;Turistas;2021M06;53.585
Total;;;;Pontevedra;Turistas;2021M05;39.852
Total;;;;Pontevedra;Turistas;2021M04;34.681
Total;;;;Pontevedra;Turistas;2021M03;33.330
Total;;;;Pontevedra;Turistas;2021M02;28.012
Total;;;;Pontevedra;Turistas;2021M01;32.200
Total;;;;Pontevedra;Turistas;2020M12;37.541
Total;;;;Pontevedra;Turistas;2020M11;29.085
Total;;;;Pontevedra;Turistas;2020M10;39.869
Total;;;;Pontevedra;Turistas;2020M09;50.830
Total;;;;Pontevedra;Turistas;2020M08;80.054
Total;;;;Pontevedra;Turistas;2020M07;54.902
